Fiscal Year,Source File Date,Source File,Facility Name,City,State,AOR,Type Detailed,Avg Length of Stay (days),Male Crim,Male Non-Crim,Female Crim,Female Non-Crim,Total Detained Population,Last Inspection Type,Last Inspection End Date,Last Inspection Standard,Last Final Rating
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,BAKER COUNTY SHERIFF DEPT.,MACCLENNY,FL,MIA,IGSA,33,145,59,26,30,260,ODO,2024-10-24,NDS 2019,Pass
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,BAKER COUNTY SHERIFF DEPT.,MACCLENNY,FL,MIA,IGSA,32,142,60,27,34,263,ODO,2024-10-24,NDS 2019,Pass
FY25,2025-05-23,FY25_detentionStats05232025.xlsx,BROWARD COUNTY JAIL,FT.LAUDERDALE,FL,MIA,IGSA,1,0,2,0,0,2,,,,
FY25,2025-06-20,FY25_detentionStats06202025.xlsx,BROWARD COUNTY JAIL,FT.LAUDERDALE,FL,MIA,IGSA,1,0,2,0,0,2,,,,
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,BROWARD COUNTY JAIL,FT.LAUDERDALE,FL,MIA,IGSA,1,0,1,0,0,1,,,,
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,BROWARD COUNTY JAIL,FT.LAUDERDALE,FL,MIA,IGSA,1,0,1,0,0,1,,,,
FY25,2024-11-21,FY25_detentionStats11212024.xlsx,BROWARD TRANSITIONAL CENTER,POMPANO BEACH,FL,MIA,CDF,49,98,445,11,86,640,ODO,2024-06-13,PBNDS 2011 - 2016 Revised,Pass
FY25,2024-12-18,FY25_detentionStats12182024.xlsx,BROWARD TRANSITIONAL CENTER,POMPANO BEACH,FL,MIA,CDF,49,105,440,12,79,636,ODO,2024-06-13,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-01-16,FY25_detentionStats01162025.xlsx,BROWARD TRANSITIONAL CENTER,POMPANO BEACH,FL,MIA,CDF,49,111,441,14,80,646,ODO,2024-12-19,PBNDS 2011 - 2016 Revised,Pending Final Report
FY25,2025-02-27,FY25_detentionStats02272025.xlsx,BROWARD TRANSITIONAL CENTER,POMPANO BEACH,FL,MIA,CDF,49,122,439,14,82,657,ODO,2024-12-19,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-03-26,FY25_detentionStats03262025.xlsx,BROWARD TRANSITIONAL CENTER,POMPANO BEACH,FL,MIA,CDF,49,125,437,15,82,659,ODO,2024-12-19,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-04-16,FY25_detentionStats04162025.xlsx,BROWARD TRANSITIONAL CENTER,POMPANO BEACH,FL,MIA,CDF,49,123,429,14,81,647,ODO,2024-12-19,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-05-23,FY25_detentionStats05232025.xlsx,BROWARD TRANSITIONAL CENTER,POMPANO BEACH,FL,MIA,CDF,30,121,427,15,81,644,ODO,2024-12-19,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-06-20,FY25_detentionStats06202025.xlsx,BROWARD TRANSITIONAL CENTER,POMPANO BEACH,FL,MIA,CDF,26,117,426,16,80,639,ODO,2024-12-19,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,BROWARD TRANSITIONAL CENTER,POMPANO BEACH,FL,MIA,CDF,26,113,434,16,80,643,ODO,2024-12-19,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,BROWARD TRANSITIONAL CENTER,POMPANO BEACH,FL,MIA,CDF,26,113,437,16,80,646,ODO,2024-12-19,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,BROWARD TRANSITIONAL CENTER,POMPANO BEACH,FL,MIA,CDF,25,112,441,16,81,650,ODO,2024-12-19,PBNDS 2011 - 2016 Revised,Pass
FY25,2024-11-21,FY25_detentionStats11212024.xlsx,COLLIER COUNTY NAPLES JAIL CENTER,NAPLES,FL,MIA,IGSA,3,4,4,0,0,8,ODO,2024-04-11,NDS 2019,Pass
FY25,2024-12-18,FY25_detentionStats12182024.xlsx,COLLIER COUNTY NAPLES JAIL CENTER,NAPLES,FL,MIA,IGSA,3,6,5,0,0,11,ODO,2024-12-05,NDS 2019,Pending Final Report
FY25,2025-01-16,FY25_detentionStats01162025.xlsx,COLLIER COUNTY NAPLES JAIL CENTER,NAPLES,FL,MIA,IGSA,3,6,5,0,0,11,ODO,2024-12-05,NDS 2019,Pending Final Report
FY25,2025-02-27,FY25_detentionStats02272025.xlsx,COLLIER COUNTY NAPLES JAIL CENTER,NAPLES,FL,MIA,IGSA,3,6,5,0,0,11,ODO,2024-12-05,NDS 2019,Pass
FY25,2025-03-26,FY25_detentionStats03262025.xlsx,COLLIER COUNTY NAPLES JAIL CENTER,NAPLES,FL,MIA,IGSA,3,6,6,0,0,12,ODO,2024-12-05,NDS 2019,Pass
FY25,2025-04-16,FY25_detentionStats04162025.xlsx,COLLIER COUNTY NAPLES JAIL CENTER,NAPLES,FL,MIA,IGSA,3,6,6,0,0,12,ODO,2024-12-05,NDS 2019,Pass
FY25,2025-05-23,FY25_detentionStats05232025.xlsx,COLLIER COUNTY NAPLES JAIL CENTER,NAPLES,FL,MIA,IGSA,2,6,6,0,0,12,ODO,2024-12-05,NDS 2019,Pass
FY25,2025-06-20,FY25_detentionStats06202025.xlsx,COLLIER COUNTY NAPLES JAIL CENTER,NAPLES,FL,MIA,IGSA,2,6,6,0,0,12,ODO,2024-12-05,NDS 2019,Pass
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,COLLIER COUNTY NAPLES JAIL CENTER,NAPLES,FL,MIA,IGSA,3,7,7,0,0,14,ODO,2024-12-05,NDS 2019,Pass
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,COLLIER COUNTY NAPLES JAIL CENTER,NAPLES,FL,MIA,IGSA,3,8,7,0,0,15,ODO,2024-12-05,NDS 2019,Pass
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,COLLIER COUNTY NAPLES JAIL CENTER,NAPLES,FL,MIA,IGSA,3,9,8,0,1,18,ODO,2024-12-05,NDS 2019,Pass
FY25,2025-05-23,FY25_detentionStats05232025.xlsx,GLADES COUNTY DETENTION CENTER,MOORE HAVEN,FL,MIA,IGSA,8,16,11,0,0,27,ODO,,NDS 2019,Pass
FY25,2025-06-20,FY25_detentionStats06202025.xlsx,GLADES COUNTY DETENTION CENTER,MOORE HAVEN,FL,MIA,IGSA,16,28,25,0,0,53,ODO,,NDS 2019,Pass
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,GLADES COUNTY DETENTION CENTER,MOORE HAVEN,FL,MIA,IGSA,18,42,46,0,0,88,ODO,2022-01-06,NDS 2019,Pass
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,GLADES COUNTY DETENTION CENTER,MOORE HAVEN,FL,MIA,IGSA,21,49,58,1,0,108,,2024-12-19,NDS 2019,Pass
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,GLADES COUNTY DETENTION CENTER,MOORE HAVEN,FL,MIA,IGSA,28,53,79,0,0,132,PREOCC,2025-12-17,,
FY25,2025-05-23,FY25_detentionStats05232025.xlsx,JTF CAMP SIX,FPO,FL,MIA,DOD,9,6,6,0,0,12,,,,
FY25,2025-06-20,FY25_detentionStats06202025.xlsx,JTF CAMP SIX,FPO,FL,MIA,DOD,9,6,7,0,0,13,,,,
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,JTF CAMP SIX,FPO,FL,MIA,DOD,10,10,6,0,0,16,,,,
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,JTF CAMP SIX,FPO,FL,MIA,DOD,10,11,6,0,0,17,,,,
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,JTF CAMP SIX,FPO,FL,MIA,DOD,11,12,5,0,0,17,,,,
FY25,2024-11-21,FY25_detentionStats11212024.xlsx,KROME NORTH SERVICE PROCESSING CENTER,MIAMI,FL,MIA,SPC,48,392,196,0,0,588,ODO,2024-09-12,PBNDS 2011 - 2016 Revised,Pass
FY25,2024-12-18,FY25_detentionStats12182024.xlsx,KROME NORTH SERVICE PROCESSING CENTER,MIAMI,FL,MIA,SPC,47,398,194,0,0,592,ODO,2024-09-12,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-01-16,FY25_detentionStats01162025.xlsx,KROME NORTH SERVICE PROCESSING CENTER,MIAMI,FL,MIA,SPC,47,391,183,0,0,574,ODO,2024-09-12,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-02-27,FY25_detentionStats02272025.xlsx,KROME NORTH SERVICE PROCESSING CENTER,MIAMI,FL,MIA,SPC,46,376,174,0,0,550,ODO,2024-09-12,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-03-26,FY25_detentionStats03262025.xlsx,KROME NORTH SERVICE PROCESSING CENTER,MIAMI,FL,MIA,SPC,46,412,266,1,0,679,ODO,2024-09-12,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-04-16,FY25_detentionStats04162025.xlsx,KROME NORTH SERVICE PROCESSING CENTER,MIAMI,FL,MIA,SPC,46,432,308,1,0,741,ODO,2024-09-12,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-05-23,FY25_detentionStats05232025.xlsx,KROME NORTH SERVICE PROCESSING CENTER,MIAMI,FL,MIA,SPC,20,440,362,1,0,803,ODO,2025-05-01,PBNDS 2011 - 2016 Revised,Pending Final Report
FY25,2025-06-20,FY25_detentionStats06202025.xlsx,KROME NORTH SERVICE PROCESSING CENTER,MIAMI,FL,MIA,SPC,17,445,399,1,0,845,ODO,2025-05-01,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,KROME NORTH SERVICE PROCESSING CENTER,MIAMI,FL,MIA,SPC,17,451,464,1,1,917,ODO,2025-05-01,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,KROME NORTH SERVICE PROCESSING CENTER,MIAMI,FL,MIA,SPC,17,448,461,1,1,911,ODO,2025-05-01,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,KROME NORTH SERVICE PROCESSING CENTER,MIAMI,FL,MIA,SPC,18,445,460,1,1,907,ODO,2025-05-01,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,LAKE COUNTY JAIL,TAVARES,FL,MIA,IGSA,2,0,1,0,0,1,,,,
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,LAKE COUNTY JAIL,TAVARES,FL,MIA,IGSA,2,0,1,0,0,1,,,,
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,LAKE COUNTY JAIL,TAVARES,FL,MIA,IGSA,2,0,1,0,0,1,,,,
FY25,2025-05-23,FY25_detentionStats05232025.xlsx,MIAMI FEDERAL DETENTION,MIAMI,FL,MIA,BOP,29,79,73,0,0,152,,,,
FY25,2025-06-20,FY25_detentionStats06202025.xlsx,MIAMI FEDERAL DETENTION,MIAMI,FL,MIA,BOP,33,92,80,0,0,172,,,,
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,MIAMI FEDERAL DETENTION,MIAMI,FL,MIA,BOP,35,107,93,0,0,200,,,,
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,MIAMI FEDERAL DETENTION,MIAMI,FL,MIA,BOP,37,118,102,0,0,220,,,,
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,MIAMI FEDERAL DETENTION,MIAMI,FL,MIA,BOP,40,126,109,0,0,235,,,,
FY25,2025-03-26,FY25_detentionStats03262025.xlsx,MIAMI STAGING FACILITY,MIAMI,FL,MIA,STAGING,0,0,0,1,2,3,,,,
FY25,2025-06-20,FY25_detentionStats06202025.xlsx,MIAMI STAGING FACILITY,MIAMI,FL,MIA,STAGING,0,0,1,1,2,4,,,,
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,MIAMI STAGING FACILITY,MIAMI,FL,MIA,STAGING,0,1,1,0,1,3,,,,
FY25,2025-05-23,FY25_detentionStats05232025.xlsx,MIGRANT OPS CENTER MAIN A,FPO,FL,MIA,MOC,8,1,8,0,0,9,,,,
FY25,2025-06-20,FY25_detentionStats06202025.xlsx,MIGRANT OPS CENTER MAIN A,FPO,FL,MIA,MOC,12,1,11,0,0,12,,,,
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,MIGRANT OPS CENTER MAIN A,FPO,FL,MIA,MOC,12,1,10,0,0,11,,,,
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,MIGRANT OPS CENTER MAIN A,FPO,FL,MIA,MOC,12,1,10,0,0,11,,,,
FY25,2024-11-21,FY25_detentionStats11212024.xlsx,ORANGE COUNTY JAIL (FL),ORLANDO,FL,MIA,USMS IGA,2,1,2,0,0,3,ODO,2024-08-15,NDS 2019,Pass
FY25,2024-12-18,FY25_detentionStats12182024.xlsx,ORANGE COUNTY JAIL (FL),ORLANDO,FL,MIA,USMS IGA,2,2,3,0,0,5,ODO,2024-08-15,NDS 2019,Pass
FY25,2025-01-16,FY25_detentionStats01162025.xlsx,ORANGE COUNTY JAIL (FL),ORLANDO,FL,MIA,USMS IGA,2,2,3,0,0,5,ODO,2024-08-15,NDS 2019,Pending Final Report
FY25,2025-02-27,FY25_detentionStats02272025.xlsx,ORANGE COUNTY JAIL (FL),ORLANDO,FL,MIA,USMS IGA,2,3,3,0,1,7,ODO,2024-08-15,NDS 2019,Pass
FY25,2025-03-26,FY25_detentionStats03262025.xlsx,ORANGE COUNTY JAIL (FL),ORLANDO,FL,MIA,USMS IGA,2,3,4,0,1,8,ODO,2024-08-15,NDS 2019,Pass
FY25,2025-04-16,FY25_detentionStats04162025.xlsx,ORANGE COUNTY JAIL (FL),ORLANDO,FL,MIA,USMS IGA,2,3,4,0,1,8,ODO,2024-08-15,NDS 2019,Pass
FY25,2025-05-23,FY25_detentionStats05232025.xlsx,ORANGE COUNTY JAIL (FL),ORLANDO,FL,MIA,USMS IGA,2,3,5,0,1,9,ODO,2024-08-15,NDS 2019,Pass
FY25,2025-06-20,FY25_detentionStats06202025.xlsx,ORANGE COUNTY JAIL (FL),ORLANDO,FL,MIA,USMS IGA,2,3,5,0,1,9,ODO,2024-08-15,NDS 2019,Pass
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,ORANGE COUNTY JAIL (FL),ORLANDO,FL,MIA,USMS IGA,2,5,9,1,2,17,ODO,2024-08-15,NDS 2019,Pass
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,ORANGE COUNTY JAIL (FL),ORLANDO,FL,MIA,USMS IGA,2,5,11,1,2,19,ODO,2024-08-15,NDS 2019,Pass
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,ORANGE COUNTY JAIL (FL),ORLANDO,FL,MIA,USMS IGA,2,6,12,1,3,22,ODO,2024-08-15,NDS 2019,Pass
FY25,2024-11-21,FY25_detentionStats11212024.xlsx,PINELLAS COUNTY JAIL,CLEARWATER,FL,MIA,USMS IGA,2,2,2,0,0,4,ODO,2024-09-26,NDS 2019,Fail
FY25,2024-12-18,FY25_detentionStats12182024.xlsx,PINELLAS COUNTY JAIL,CLEARWATER,FL,MIA,USMS IGA,2,2,2,0,0,4,ODO,2024-09-26,NDS 2019,Failure
FY25,2025-01-16,FY25_detentionStats01162025.xlsx,PINELLAS COUNTY JAIL,CLEARWATER,FL,MIA,USMS IGA,2,2,2,0,0,4,ODO,2024-09-26,NDS 2019,Pass
FY25,2025-02-27,FY25_detentionStats02272025.xlsx,PINELLAS COUNTY JAIL,CLEARWATER,FL,MIA,USMS IGA,2,3,3,0,0,6,ODO,2024-09-26,NDS 2019,Fail
FY25,2025-03-26,FY25_detentionStats03262025.xlsx,PINELLAS COUNTY JAIL,CLEARWATER,FL,MIA,USMS IGA,2,3,4,0,0,7,ODO,2024-09-26,NDS 2019,Pass
FY25,2025-04-16,FY25_detentionStats04162025.xlsx,PINELLAS COUNTY JAIL,CLEARWATER,FL,MIA,USMS IGA,2,3,4,0,0,7,ODO,2024-09-26,NDS 2019,Pass
FY25,2025-05-23,FY25_detentionStats05232025.xlsx,PINELLAS COUNTY JAIL,CLEARWATER,FL,MIA,USMS IGA,2,4,5,0,0,9,ODO,2024-09-26,NDS 2019,Pass
FY25,2025-06-20,FY25_detentionStats06202025.xlsx,PINELLAS COUNTY JAIL,CLEARWATER,FL,MIA,USMS IGA,2,4,6,0,1,11,ODO,2024-09-26,NDS 2019,Pass
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,PINELLAS COUNTY JAIL,CLEARWATER,FL,MIA,USMS IGA,2,5,7,0,1,13,ODO,2023-07-20,NDS 2019,Pass
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,PINELLAS COUNTY JAIL,CLEARWATER,FL,MIA,USMS IGA,2,5,8,0,1,14,ODO,2025-05-15,NDS 2019,Pass
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,PINELLAS COUNTY JAIL,CLEARWATER,FL,MIA,USMS IGA,2,6,9,0,1,16,ODO,2025-05-15,NDS 2019,Pass
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,TURNER GUILFORD KNIGHT (TGK) JAIL,MIAMI,FL,MIA,IGSA,1,0,1,0,0,1,,,,
FY25,2025-05-23,FY25_detentionStats05232025.xlsx,WALTON COUNTY JAIL,DEFUNIAK SPRINGS,FL,MIA,USMS IGA,2,0,1,0,0,1,,,FPBDS,
FY25,2025-06-20,FY25_detentionStats06202025.xlsx,WALTON COUNTY JAIL,DEFUNIAK SPRINGS,FL,MIA,USMS IGA,2,1,2,0,0,3,,,,
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,WALTON COUNTY JAIL,DEFUNIAK SPRINGS,FL,MIA,USMS IGA,2,2,4,0,0,6,,,,
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,WALTON COUNTY JAIL,DEFUNIAK SPRINGS,FL,MIA,USMS IGA,2,2,5,0,0,7,,2025-03-27,,
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,WALTON COUNTY JAIL,DEFUNIAK SPRINGS,FL,MIA,USMS IGA,2,2,6,0,0,8,,,,
FY25,2025-05-23,FY25_detentionStats05232025.xlsx,ATLANTA US PEN,ATLANTA,GA,ATL,BOP,21,14,25,0,0,39,,,,
FY25,2025-06-20,FY25_detentionStats06202025.xlsx,ATLANTA US PEN,ATLANTA,GA,ATL,BOP,18,20,30,0,0,50,,,,
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,ATLANTA US PEN,ATLANTA,GA,ATL,BOP,17,27,50,0,0,77,,,,
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,ATLANTA US PEN,ATLANTA,GA,ATL,BOP,18,29,56,0,0,85,,,,
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,FCI ATLANTA,ATLANTA,GA,ATL,BOP,17,32,56,0,0,88,,,,
FY25,2025-06-20,FY25_detentionStats06202025.xlsx,FLOYD COUNTY JAIL,ROME,GA,ATL,USMS IGA,2,0,1,0,0,1,,,,
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,FLOYD COUNTY JAIL,ROME,GA,ATL,USMS IGA,3,1,1,0,0,2,,,,
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,FLOYD COUNTY JAIL,ROME,GA,ATL,USMS IGA,3,1,2,0,0,3,,,,
FY25,2024-11-21,FY25_detentionStats11212024.xlsx,FOLKSTON ANNEX IPC,FOLKSTON,GA,ATL,DIGSA,63,57,179,0,0,236,ODO,2024-07-11,PBNDS 2011 - 2016 Revised,Pass
FY25,2024-12-18,FY25_detentionStats12182024.xlsx,FOLKSTON ANNEX IPC,FOLKSTON,GA,ATL,DIGSA,63,56,200,0,0,256,ODO,2024-07-09,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-01-16,FY25_detentionStats01162025.xlsx,FOLKSTON ANNEX IPC,FOLKSTON,GA,ATL,DIGSA,63,55,202,0,0,257,ODO,2024-07-11,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-02-27,FY25_detentionStats02272025.xlsx,FOLKSTON ANNEX IPC,FOLKSTON,GA,ATL,DIGSA,63,57,202,0,0,259,ODO,2025-01-28,PBNDS 2011 - 2016 Revised,Pending Final Report
FY25,2025-03-26,FY25_detentionStats03262025.xlsx,FOLKSTON ANNEX IPC,FOLKSTON,GA,ATL,DIGSA,63,60,207,0,0,267,ODO,2025-01-28,PBNDS 2011 - 2016 Revised,Pending Final Report
FY25,2025-04-16,FY25_detentionStats04162025.xlsx,FOLKSTON ANNEX IPC,FOLKSTON,GA,ATL,DIGSA,63,63,209,0,0,272,ODO,2025-01-30,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-05-23,FY25_detentionStats05232025.xlsx,FOLKSTON ANNEX IPC,FOLKSTON,GA,ATL,DIGSA,41,66,208,0,0,274,ODO,2025-01-30,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-06-20,FY25_detentionStats06202025.xlsx,FOLKSTON ANNEX IPC,FOLKSTON,GA,ATL,DIGSA,42,67,210,0,0,277,ODO,2025-01-30,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,FOLKSTON ANNEX IPC,FOLKSTON,GA,ATL,DIGSA,43,70,214,0,0,284,ODO,2025-01-30,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,FOLKSTON ANNEX IPC,FOLKSTON,GA,ATL,DIGSA,46,73,213,0,0,286,ODO,2025-01-30,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,FOLKSTON ANNEX IPC,FOLKSTON,GA,ATL,DIGSA,46,75,211,0,0,286,ODO,2025-01-30,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,FOLKSTON D RAY ICE PROCES,FOLKSTON,GA,ATL,DIGSA,8,2,10,0,0,12,,,,
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,FOLKSTON D RAY ICE PROCESSING CTR,FOLKSTON,GA,ATL,DIGSA,9,5,40,0,0,45,,,,
FY25,2024-11-21,FY25_detentionStats11212024.xlsx,FOLKSTON MAIN IPC,FOLKSTON,GA,ATL,DIGSA,44,148,464,0,0,612,ODO,2024-07-11,PBNDS 2011 - 2016 Revised,Pass
FY25,2024-12-18,FY25_detentionStats12182024.xlsx,FOLKSTON MAIN IPC,FOLKSTON,GA,ATL,DIGSA,44,151,455,0,0,606,ODO,2024-07-09,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-01-16,FY25_detentionStats01162025.xlsx,FOLKSTON MAIN IPC,FOLKSTON,GA,ATL,DIGSA,44,149,444,0,0,593,ODO,2024-07-11,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-02-27,FY25_detentionStats02272025.xlsx,FOLKSTON MAIN IPC,FOLKSTON,GA,ATL,DIGSA,44,156,437,0,0,593,ODO,2025-01-28,PBNDS 2011 - 2016 Revised,Pending Final Report
FY25,2025-03-26,FY25_detentionStats03262025.xlsx,FOLKSTON MAIN IPC,FOLKSTON,GA,ATL,DIGSA,44,167,445,0,0,612,ODO,2025-01-28,PBNDS 2011 - 2016 Revised,Pending Final Report
FY25,2025-04-16,FY25_detentionStats04162025.xlsx,FOLKSTON MAIN IPC,FOLKSTON,GA,ATL,DIGSA,44,173,451,0,0,624,ODO,2025-01-30,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-05-23,FY25_detentionStats05232025.xlsx,FOLKSTON MAIN IPC,FOLKSTON,GA,ATL,DIGSA,41,174,451,0,0,625,ODO,2025-01-30,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-06-20,FY25_detentionStats06202025.xlsx,FOLKSTON MAIN IPC,FOLKSTON,GA,ATL,DIGSA,42,176,455,0,0,631,ODO,2025-01-30,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,FOLKSTON MAIN IPC,FOLKSTON,GA,ATL,DIGSA,41,186,469,0,0,655,ODO,2023-02-02,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,FOLKSTON MAIN IPC,FOLKSTON,GA,ATL,DIGSA,44,194,481,0,0,675,ODO,2025-01-30,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,FOLKSTON MAIN IPC,FOLKSTON,GA,ATL,DIGSA,43,197,475,0,1,673,ODO,,PBNDS 2011 - 2016 Revised,Pass
FY25,2024-11-21,FY25_detentionStats11212024.xlsx,ROBERT A DEYTON DETENTION FACILITY,LOVEJOY,GA,ATL,USMS CDF,1,2,1,0,0,3,ODO,2023-11-16,NDS 2019,Pass
FY25,2024-12-18,FY25_detentionStats12182024.xlsx,ROBERT A DEYTON DETENTION FACILITY,LOVEJOY,GA,ATL,USMS CDF,1,1,1,0,0,2,ODO,2023-11-16,NDS 2019,Pass
FY25,2025-01-16,FY25_detentionStats01162025.xlsx,ROBERT A DEYTON DETENTION FACILITY,LOVEJOY,GA,ATL,USMS CDF,1,1,1,0,0,2,ODO,2023-11-16,NDS 2019,Pass
FY25,2025-02-27,FY25_detentionStats02272025.xlsx,ROBERT A DEYTON DETENTION FACILITY,LOVEJOY,GA,ATL,USMS CDF,1,2,2,0,0,4,ODO,2023-11-16,NDS 2019,Pass
FY25,2025-03-26,FY25_detentionStats03262025.xlsx,ROBERT A DEYTON DETENTION FACILITY,LOVEJOY,GA,ATL,USMS CDF,1,4,3,0,0,7,ODO,2023-11-16,NDS 2019,Pass
FY25,2025-04-16,FY25_detentionStats04162025.xlsx,ROBERT A DEYTON DETENTION FACILITY,LOVEJOY,GA,ATL,USMS CDF,1,4,4,0,0,8,ODO,,NDS 2019,Pass
FY25,2025-05-23,FY25_detentionStats05232025.xlsx,ROBERT A DEYTON DETENTION FACILITY,LOVEJOY,GA,ATL,USMS CDF,2,4,5,0,0,9,ODO,,NDS 2019,Pass
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,ROBERT A DEYTON DETENTION FACILITY,LOVEJOY,GA,ATL,USMS CDF,2,3,3,0,0,6,ODO,,NDS 2019,Pass
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,ROBERT A DEYTON DETENTION FACILITY,LOVEJOY,GA,ATL,USMS CDF,2,3,3,0,0,6,ODO,,NDS 2019,Pass
FY25,2024-11-21,FY25_detentionStats11212024.xlsx,STEWART DETENTION CENTER,LUMPKIN,GA,ATL,DIGSA,69,591,722,39,157,1509,ODO,2024-08-01,PBNDS 2011 - 2016 Revised,Pass
FY25,2024-12-18,FY25_detentionStats12182024.xlsx,STEWART DETENTION CENTER,LUMPKIN,GA,ATL,DIGSA,69,616,695,42,152,1505,ODO,2024-08-01,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-01-16,FY25_detentionStats01162025.xlsx,STEWART DETENTION CENTER,LUMPKIN,GA,ATL,DIGSA,68,622,698,42,152,1514,ODO,2024-08-01,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-02-27,FY25_detentionStats02272025.xlsx,STEWART DETENTION CENTER,LUMPKIN,GA,ATL,DIGSA,68,642,717,44,157,1560,ODO,2024-08-01,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-03-26,FY25_detentionStats03262025.xlsx,STEWART DETENTION CENTER,LUMPKIN,GA,ATL,DIGSA,68,671,759,47,162,1639,ODO,2024-08-01,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-04-16,FY25_detentionStats04162025.xlsx,STEWART DETENTION CENTER,LUMPKIN,GA,ATL,DIGSA,68,696,772,50,163,1681,ODO,2025-03-20,PBNDS 2011 - 2016 Revised,Pending Final Report
