Fiscal Year,Source File Date,Source File,Sheet Used,Release Reason,Criminality,Month,Count,IsSheetTotal,Level,ParentReason
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Transferred,Other Immigration Violator,Total,282,True,Criminality Detail,Transferred
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Other,Total,Total,33,True,Reason Total,Other
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Other,Convicted Criminal,Total,9,True,Criminality Detail,Other
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Other,Pending Criminal Charges,Total,6,True,Criminality Detail,Other
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Other,Other Immigration Violator,Total,18,True,Criminality Detail,Other
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Total,None,Oct,21709,False,Criminality Detail,Total
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bonded Out,Total,Oct,909,False,Reason Total,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bonded Out,Convicted Criminal,Oct,223,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bonded Out,Pending Criminal Charges,Oct,327,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bonded Out,Other Immigration Violator,Oct,359,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by ICE,Total,Oct,109,False,Reason Total,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by ICE,Convicted Criminal,Oct,19,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by ICE,Pending Criminal Charges,Oct,40,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by ICE,Other Immigration Violator,Oct,50,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by IJ,Total,Oct,800,False,Reason Total,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by IJ,Convicted Criminal,Oct,204,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by IJ,Pending Criminal Charges,Oct,287,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by IJ,Other Immigration Violator,Oct,309,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Recognizance,Total,Oct,1494,False,Reason Total,Order of Recognizance
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Recognizance,Convicted Criminal,Oct,163,False,Criminality Detail,Order of Recognizance
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Recognizance,Pending Criminal Charges,Oct,334,False,Criminality Detail,Order of Recognizance
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Recognizance,Other Immigration Violator,Oct,997,False,Criminality Detail,Order of Recognizance
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Supervision,Total,Oct,457,False,Reason Total,Order of Supervision
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Supervision,Convicted Criminal,Oct,189,False,Criminality Detail,Order of Supervision
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Supervision,Pending Criminal Charges,Oct,109,False,Criminality Detail,Order of Supervision
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Supervision,Other Immigration Violator,Oct,159,False,Criminality Detail,Order of Supervision
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Paroled,Total,Oct,4385,False,Reason Total,Paroled
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Paroled,Convicted Criminal,Oct,64,False,Criminality Detail,Paroled
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Paroled,Pending Criminal Charges,Oct,43,False,Criminality Detail,Paroled
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Paroled,Other Immigration Violator,Oct,4278,False,Criminality Detail,Paroled
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Proceedings Terminated,Total,Oct,84,False,Reason Total,Proceedings Terminated
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Proceedings Terminated,Convicted Criminal,Oct,30,False,Criminality Detail,Proceedings Terminated
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Proceedings Terminated,Pending Criminal Charges,Oct,15,False,Criminality Detail,Proceedings Terminated
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Proceedings Terminated,Other Immigration Violator,Oct,39,False,Criminality Detail,Proceedings Terminated
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Release to Remove,Total,Oct,13645,False,Reason Total,Release to Remove
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Release to Remove,Convicted Criminal,Oct,4944,False,Criminality Detail,Release to Remove
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Release to Remove,Pending Criminal Charges,Oct,1608,False,Criminality Detail,Release to Remove
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Release to Remove,Other Immigration Violator,Oct,7093,False,Criminality Detail,Release to Remove
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Relief Granted by IJ,Total,Oct,128,False,Reason Total,Relief Granted by IJ
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Relief Granted by IJ,Convicted Criminal,Oct,55,False,Criminality Detail,Relief Granted by IJ
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Relief Granted by IJ,Pending Criminal Charges,Oct,14,False,Criminality Detail,Relief Granted by IJ
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Relief Granted by IJ,Other Immigration Violator,Oct,59,False,Criminality Detail,Relief Granted by IJ
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transfer to U.S. Marshals or other agency,Total,Oct,591,False,Reason Total,Transfer to U.S. Marshals or other agency
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transfer to U.S. Marshals or other agency,Convicted Criminal,Oct,398,False,Criminality Detail,Transfer to U.S. Marshals or other agency
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transfer to U.S. Marshals or other agency,Pending Criminal Charges,Oct,140,False,Criminality Detail,Transfer to U.S. Marshals or other agency
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transfer to U.S. Marshals or other agency,Other Immigration Violator,Oct,53,False,Criminality Detail,Transfer to U.S. Marshals or other agency
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transferred,Total,Oct,15,False,Reason Total,Transferred
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transferred,Convicted Criminal,Oct,5,False,Criminality Detail,Transferred
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transferred,Pending Criminal Charges,Oct,3,False,Criminality Detail,Transferred
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transferred,Other Immigration Violator,Oct,7,False,Criminality Detail,Transferred
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Other,Total,Oct,1,False,Reason Total,Other
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Other,Convicted Criminal,Oct,1,False,Criminality Detail,Other
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Other,Pending Criminal Charges,Oct,0,False,Criminality Detail,Other
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Other,Other Immigration Violator,Oct,0,False,Criminality Detail,Other
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Total,None,Nov,20890,False,Criminality Detail,Total
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bonded Out,Total,Nov,653,False,Reason Total,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bonded Out,Convicted Criminal,Nov,193,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bonded Out,Pending Criminal Charges,Nov,247,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bonded Out,Other Immigration Violator,Nov,213,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by ICE,Total,Nov,92,False,Reason Total,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by ICE,Convicted Criminal,Nov,29,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by ICE,Pending Criminal Charges,Nov,26,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by ICE,Other Immigration Violator,Nov,37,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by IJ,Total,Nov,561,False,Reason Total,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by IJ,Convicted Criminal,Nov,164,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by IJ,Pending Criminal Charges,Nov,221,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by IJ,Other Immigration Violator,Nov,176,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Recognizance,Total,Nov,1480,False,Reason Total,Order of Recognizance
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Recognizance,Convicted Criminal,Nov,140,False,Criminality Detail,Order of Recognizance
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Recognizance,Pending Criminal Charges,Nov,244,False,Criminality Detail,Order of Recognizance
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Recognizance,Other Immigration Violator,Nov,1096,False,Criminality Detail,Order of Recognizance
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Supervision,Total,Nov,443,False,Reason Total,Order of Supervision
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Supervision,Convicted Criminal,Nov,195,False,Criminality Detail,Order of Supervision
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Supervision,Pending Criminal Charges,Nov,100,False,Criminality Detail,Order of Supervision
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Supervision,Other Immigration Violator,Nov,148,False,Criminality Detail,Order of Supervision
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Paroled,Total,Nov,4962,False,Reason Total,Paroled
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Paroled,Convicted Criminal,Nov,62,False,Criminality Detail,Paroled
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Paroled,Pending Criminal Charges,Nov,51,False,Criminality Detail,Paroled
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Paroled,Other Immigration Violator,Nov,4849,False,Criminality Detail,Paroled
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Proceedings Terminated,Total,Nov,58,False,Reason Total,Proceedings Terminated
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Proceedings Terminated,Convicted Criminal,Nov,24,False,Criminality Detail,Proceedings Terminated
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Proceedings Terminated,Pending Criminal Charges,Nov,12,False,Criminality Detail,Proceedings Terminated
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Proceedings Terminated,Other Immigration Violator,Nov,22,False,Criminality Detail,Proceedings Terminated
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Release to Remove,Total,Nov,12608,False,Reason Total,Release to Remove
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Release to Remove,Convicted Criminal,Nov,4874,False,Criminality Detail,Release to Remove
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Release to Remove,Pending Criminal Charges,Nov,1639,False,Criminality Detail,Release to Remove
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Release to Remove,Other Immigration Violator,Nov,6095,False,Criminality Detail,Release to Remove
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Relief Granted by IJ,Total,Nov,94,False,Reason Total,Relief Granted by IJ
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Relief Granted by IJ,Convicted Criminal,Nov,28,False,Criminality Detail,Relief Granted by IJ
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Relief Granted by IJ,Pending Criminal Charges,Nov,14,False,Criminality Detail,Relief Granted by IJ
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Relief Granted by IJ,Other Immigration Violator,Nov,52,False,Criminality Detail,Relief Granted by IJ
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transfer to U.S. Marshals or other agency,Total,Nov,555,False,Reason Total,Transfer to U.S. Marshals or other agency
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transfer to U.S. Marshals or other agency,Convicted Criminal,Nov,326,False,Criminality Detail,Transfer to U.S. Marshals or other agency
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transfer to U.S. Marshals or other agency,Pending Criminal Charges,Nov,142,False,Criminality Detail,Transfer to U.S. Marshals or other agency
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transfer to U.S. Marshals or other agency,Other Immigration Violator,Nov,87,False,Criminality Detail,Transfer to U.S. Marshals or other agency
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transferred,Total,Nov,36,False,Reason Total,Transferred
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transferred,Convicted Criminal,Nov,14,False,Criminality Detail,Transferred
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transferred,Pending Criminal Charges,Nov,7,False,Criminality Detail,Transferred
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transferred,Other Immigration Violator,Nov,15,False,Criminality Detail,Transferred
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Other,Total,Nov,1,False,Reason Total,Other
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Other,Convicted Criminal,Nov,1,False,Criminality Detail,Other
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Other,Pending Criminal Charges,Nov,0,False,Criminality Detail,Other
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Other,Other Immigration Violator,Nov,0,False,Criminality Detail,Other
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Total,None,Dec,20696,False,Criminality Detail,Total
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bonded Out,Total,Dec,806,False,Reason Total,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bonded Out,Convicted Criminal,Dec,232,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bonded Out,Pending Criminal Charges,Dec,326,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bonded Out,Other Immigration Violator,Dec,248,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by ICE,Total,Dec,114,False,Reason Total,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by ICE,Convicted Criminal,Dec,27,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by ICE,Pending Criminal Charges,Dec,50,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by ICE,Other Immigration Violator,Dec,37,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by IJ,Total,Dec,692,False,Reason Total,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by IJ,Convicted Criminal,Dec,205,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by IJ,Pending Criminal Charges,Dec,276,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by IJ,Other Immigration Violator,Dec,211,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Recognizance,Total,Dec,1108,False,Reason Total,Order of Recognizance
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Recognizance,Convicted Criminal,Dec,162,False,Criminality Detail,Order of Recognizance
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Recognizance,Pending Criminal Charges,Dec,360,False,Criminality Detail,Order of Recognizance
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Recognizance,Other Immigration Violator,Dec,586,False,Criminality Detail,Order of Recognizance
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Supervision,Total,Dec,432,False,Reason Total,Order of Supervision
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Supervision,Convicted Criminal,Dec,179,False,Criminality Detail,Order of Supervision
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Supervision,Pending Criminal Charges,Dec,82,False,Criminality Detail,Order of Supervision
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Supervision,Other Immigration Violator,Dec,171,False,Criminality Detail,Order of Supervision
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Paroled,Total,Dec,5159,False,Reason Total,Paroled
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Paroled,Convicted Criminal,Dec,59,False,Criminality Detail,Paroled
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Paroled,Pending Criminal Charges,Dec,51,False,Criminality Detail,Paroled
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Paroled,Other Immigration Violator,Dec,5049,False,Criminality Detail,Paroled
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Proceedings Terminated,Total,Dec,50,False,Reason Total,Proceedings Terminated
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Proceedings Terminated,Convicted Criminal,Dec,25,False,Criminality Detail,Proceedings Terminated
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Proceedings Terminated,Pending Criminal Charges,Dec,11,False,Criminality Detail,Proceedings Terminated
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Proceedings Terminated,Other Immigration Violator,Dec,14,False,Criminality Detail,Proceedings Terminated
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Release to Remove,Total,Dec,12300,False,Reason Total,Release to Remove
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Release to Remove,Convicted Criminal,Dec,4761,False,Criminality Detail,Release to Remove
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Release to Remove,Pending Criminal Charges,Dec,1539,False,Criminality Detail,Release to Remove
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Release to Remove,Other Immigration Violator,Dec,6000,False,Criminality Detail,Release to Remove
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Relief Granted by IJ,Total,Dec,105,False,Reason Total,Relief Granted by IJ
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Relief Granted by IJ,Convicted Criminal,Dec,38,False,Criminality Detail,Relief Granted by IJ
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Relief Granted by IJ,Pending Criminal Charges,Dec,15,False,Criminality Detail,Relief Granted by IJ
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Relief Granted by IJ,Other Immigration Violator,Dec,52,False,Criminality Detail,Relief Granted by IJ
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transfer to U.S. Marshals or other agency,Total,Dec,524,False,Reason Total,Transfer to U.S. Marshals or other agency
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transfer to U.S. Marshals or other agency,Convicted Criminal,Dec,307,False,Criminality Detail,Transfer to U.S. Marshals or other agency
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transfer to U.S. Marshals or other agency,Pending Criminal Charges,Dec,138,False,Criminality Detail,Transfer to U.S. Marshals or other agency
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transfer to U.S. Marshals or other agency,Other Immigration Violator,Dec,79,False,Criminality Detail,Transfer to U.S. Marshals or other agency
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transferred,Total,Dec,211,False,Reason Total,Transferred
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transferred,Convicted Criminal,Dec,43,False,Criminality Detail,Transferred
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transferred,Pending Criminal Charges,Dec,11,False,Criminality Detail,Transferred
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transferred,Other Immigration Violator,Dec,157,False,Criminality Detail,Transferred
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Other,Total,Dec,1,False,Reason Total,Other
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Other,Convicted Criminal,Dec,1,False,Criminality Detail,Other
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Other,Pending Criminal Charges,Dec,0,False,Criminality Detail,Other
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Other,Other Immigration Violator,Dec,0,False,Criminality Detail,Other
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Total,None,Jan,19970,False,Criminality Detail,Total
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bonded Out,Total,Jan,677,False,Reason Total,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bonded Out,Convicted Criminal,Jan,161,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bonded Out,Pending Criminal Charges,Jan,268,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bonded Out,Other Immigration Violator,Jan,248,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by ICE,Total,Jan,149,False,Reason Total,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by ICE,Convicted Criminal,Jan,17,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by ICE,Pending Criminal Charges,Jan,45,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by ICE,Other Immigration Violator,Jan,87,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by IJ,Total,Jan,528,False,Reason Total,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by IJ,Convicted Criminal,Jan,144,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by IJ,Pending Criminal Charges,Jan,223,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by IJ,Other Immigration Violator,Jan,161,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Recognizance,Total,Jan,1023,False,Reason Total,Order of Recognizance
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Recognizance,Convicted Criminal,Jan,158,False,Criminality Detail,Order of Recognizance
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Recognizance,Pending Criminal Charges,Jan,325,False,Criminality Detail,Order of Recognizance
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Recognizance,Other Immigration Violator,Jan,540,False,Criminality Detail,Order of Recognizance
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Supervision,Total,Jan,537,False,Reason Total,Order of Supervision
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Supervision,Convicted Criminal,Jan,239,False,Criminality Detail,Order of Supervision
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Supervision,Pending Criminal Charges,Jan,135,False,Criminality Detail,Order of Supervision
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Supervision,Other Immigration Violator,Jan,163,False,Criminality Detail,Order of Supervision
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Paroled,Total,Jan,4962,False,Reason Total,Paroled
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Paroled,Convicted Criminal,Jan,60,False,Criminality Detail,Paroled
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Paroled,Pending Criminal Charges,Jan,48,False,Criminality Detail,Paroled
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Paroled,Other Immigration Violator,Jan,4854,False,Criminality Detail,Paroled
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Proceedings Terminated,Total,Jan,56,False,Reason Total,Proceedings Terminated
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Proceedings Terminated,Convicted Criminal,Jan,30,False,Criminality Detail,Proceedings Terminated
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Proceedings Terminated,Pending Criminal Charges,Jan,10,False,Criminality Detail,Proceedings Terminated
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Proceedings Terminated,Other Immigration Violator,Jan,16,False,Criminality Detail,Proceedings Terminated
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Release to Remove,Total,Jan,11915,False,Reason Total,Release to Remove
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Release to Remove,Convicted Criminal,Jan,4978,False,Criminality Detail,Release to Remove
